StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
140,Student 140,Mathematics,Debate Club,"Programming, Data Analysis, Problem Solving, Leadership, Public Speaking, Artistic",New York,Senior,History,2.91,"English, Chinese, Spanish, German","Debate Club, Art Club, Sports Team",Astrophysics
141,Student 141,Physics,Coding Club,"Programming, Public Speaking, Artistic, Leadership, Data Analysis, Problem Solving",New York,Graduate,Physics,2.65,"German, Chinese, English, Japanese","Sports Team, Art Club, Debate Club, Coding Club",Robotics
142,Student 142,Computer Science,Art Club,"Leadership, Artistic",Chicago,Junior,Psychology,2.47,"English, French, German","Debate Club, Art Club, Volunteer Group, Music Club",Climate Change
143,Student 143,Computer Science,Art Club,"Artistic, Problem Solving, Data Analysis, Programming",Chicago,Freshman,Psychology,2.82,"Japanese, German, English, Chinese, Spanish",Sports Team,Sustainable Agriculture
144,Student 144,Biology,Art Club,"Artistic, Problem Solving, Leadership, Data Analysis, Programming, Public Speaking",Los Angeles,Senior,Biology,3.26,"French, English, Spanish","Sports Team, Music Club, Debate Club, Coding Club",Cognitive Psychology
145,Student 145,Psychology,Art Club,"Programming, Artistic, Leadership, Data Analysis",San Francisco,Graduate,Physics,3.08,"English, Spanish, German","Music Club, Art Club, Volunteer Group",Nanotechnology
146,Student 146,Biology,Sports Team,"Data Analysis, Leadership, Programming, Artistic",Los Angeles,Junior,Computer Science,2.82,Chinese,"Music Club, Volunteer Group, Coding Club, Art Club, Sports Team, Debate Club",Astrophysics
147,Student 147,History,Sports Team,Leadership,Los Angeles,Sophomore,Computer Science,3.97,"Spanish, English, German, Chinese, French","Coding Club, Music Club",Cognitive Psychology
148,Student 148,Physics,Music Club,"Public Speaking, Problem Solving, Programming, Artistic, Data Analysis",Chicago,Junior,Mathematics,3.61,"Japanese, Spanish, German, French","Debate Club, Music Club",Machine Learning
149,Student 149,Physics,Sports Team,"Public Speaking, Data Analysis",Boston,Freshman,Mathematics,2.07,"Chinese, German, French, Spanish, English","Music Club, Volunteer Group, Coding Club, Art Club, Sports Team",Cognitive Psychology
150,Student 150,Biology,Coding Club,Data Analysis,Boston,Freshman,Mathematics,2.93,Japanese,"Sports Team, Coding Club, Debate Club, Art Club",Political Science
151,Student 151,Biology,Volunteer Group,"Artistic, Problem Solving, Public Speaking, Leadership, Programming",Chicago,Senior,Psychology,3.71,"English, Spanish, German","Sports Team, Music Club, Volunteer Group, Art Club, Debate Club, Coding Club",Urban Planning
152,Student 152,Computer Science,Coding Club,"Data Analysis, Programming, Public Speaking, Problem Solving",Houston,Senior,Computer Science,2.57,"German, English, Japanese, Chinese, French, Spanish","Debate Club, Music Club, Art Club, Sports Team, Volunteer Group",Space Exploration
153,Student 153,History,Sports Team,"Artistic, Problem Solving, Data Analysis, Programming, Leadership, Public Speaking",Houston,Sophomore,Psychology,2.78,Chinese,"Debate Club, Art Club, Sports Team, Volunteer Group, Music Club, Coding Club",Sustainable Agriculture
154,Student 154,Physics,Art Club,"Public Speaking, Data Analysis",Houston,Freshman,Physics,2.63,"French, English, Japanese","Volunteer Group, Debate Club",Space Exploration
155,Student 155,Computer Science,Coding Club,Public Speaking,San Francisco,Freshman,Biology,2.7,Japanese,"Sports Team, Coding Club",Space Exploration
156,Student 156,Biology,Debate Club,"Leadership, Programming",Los Angeles,Freshman,History,2.98,"Japanese, English, French, Chinese, Spanish","Debate Club, Volunteer Group, Sports Team",Environmental Sustainability
157,Student 157,Physics,Art Club,"Programming, Public Speaking, Problem Solving, Leadership, Artistic, Data Analysis",New York,Freshman,Physics,3.59,"Spanish, German, English, Japanese, French","Music Club, Debate Club",Behavioral Economics
158,Student 158,Psychology,Volunteer Group,"Leadership, Artistic",San Francisco,Freshman,Mathematics,3.68,"Chinese, Japanese, English, Spanish, French","Art Club, Debate Club, Volunteer Group",Data Science
159,Student 159,Psychology,Sports Team,"Public Speaking, Artistic, Leadership, Data Analysis",Houston,Graduate,Biology,3.86,"German, Spanish, English, French, Chinese","Art Club, Volunteer Group, Music Club, Sports Team, Coding Club, Debate Club",Human-Computer Interaction
160,Student 160,History,Sports Team,"Artistic, Data Analysis, Programming, Problem Solving",Chicago,Junior,Physics,3.34,"French, Japanese, English, German, Chinese","Coding Club, Art Club, Sports Team, Volunteer Group, Debate Club",Healthcare Management
161,Student 161,Psychology,Sports Team,"Public Speaking, Leadership, Programming",Boston,Junior,Mathematics,3.53,"French, English, Japanese",Volunteer Group,Political Science
162,Student 162,Computer Science,Volunteer Group,"Artistic, Problem Solving, Programming, Data Analysis",New York,Freshman,Biology,2.04,"Spanish, Japanese","Volunteer Group, Coding Club, Art Club, Sports Team, Debate Club, Music Club",Quantum Computing
163,Student 163,Psychology,Volunteer Group,"Public Speaking, Leadership, Artistic, Programming",New York,Graduate,Mathematics,3.6,"Chinese, Japanese, German, English, Spanish, French","Sports Team, Art Club",Healthcare Management
164,Student 164,Physics,Art Club,Artistic,New York,Sophomore,History,3.38,"Chinese, German","Sports Team, Debate Club, Music Club",Astrophysics
165,Student 165,History,Music Club,"Problem Solving, Data Analysis, Programming, Leadership, Artistic, Public Speaking",San Francisco,Junior,Psychology,3.18,English,Art Club,Cybersecurity
166,Student 166,Biology,Sports Team,"Data Analysis, Leadership, Problem Solving",San Francisco,Freshman,Computer Science,3.8,English,"Music Club, Art Club, Coding Club, Volunteer Group, Sports Team, Debate Club",Cybersecurity
167,Student 167,Mathematics,Music Club,Problem Solving,New York,Freshman,Mathematics,2.31,"German, Japanese, Spanish, English",Sports Team,Astrophysics
168,Student 168,History,Debate Club,"Programming, Leadership",Los Angeles,Freshman,Psychology,3.01,"German, English, Chinese, Spanish, French",Volunteer Group,Political Science
169,Student 169,Computer Science,Art Club,"Public Speaking, Programming, Artistic, Data Analysis, Problem Solving, Leadership",Boston,Senior,Psychology,3.68,Spanish,"Coding Club, Sports Team, Music Club, Debate Club",Biomedical Engineering
170,Student 170,Biology,Coding Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",San Francisco,Senior,Psychology,3.69,"Spanish, Chinese, English, German, Japanese","Sports Team, Volunteer Group, Art Club, Coding Club, Music Club, Debate Club",Biomedical Engineering
171,Student 171,Physics,Debate Club,"Artistic, Problem Solving",San Francisco,Junior,Psychology,2.83,"French, German, Spanish, Chinese",Music Club,Political Science
172,Student 172,History,Debate Club,Leadership,Los Angeles,Sophomore,History,3.81,French,"Debate Club, Music Club, Coding Club, Volunteer Group, Art Club, Sports Team",Bioinformatics
173,Student 173,Physics,Debate Club,"Problem Solving, Artistic",Los Angeles,Junior,History,3.19,"Spanish, German, Chinese","Coding Club, Music Club, Debate Club, Sports Team",Bioinformatics
174,Student 174,Mathematics,Coding Club,"Artistic, Data Analysis",New York,Senior,History,2.06,"French, Chinese, German, Spanish, Japanese",Volunteer Group,Astrophysics
175,Student 175,Mathematics,Sports Team,"Leadership, Artistic, Programming",San Francisco,Sophomore,Mathematics,3.97,"Chinese, German","Coding Club, Volunteer Group",Social Sciences
176,Student 176,Psychology,Art Club,"Problem Solving, Artistic, Programming, Data Analysis, Public Speaking, Leadership",San Francisco,Graduate,History,3.0,"German, Japanese","Sports Team, Coding Club",Behavioral Economics
177,Student 177,Biology,Debate Club,"Programming, Public Speaking, Problem Solving, Leadership, Data Analysis",Los Angeles,Sophomore,Computer Science,3.27,"English, German",Volunteer Group,Environmental Sustainability
178,Student 178,Biology,Volunteer Group,"Data Analysis, Artistic, Public Speaking, Problem Solving, Programming",San Francisco,Graduate,Psychology,2.96,Japanese,"Sports Team, Volunteer Group, Music Club, Coding Club, Art Club",Cybersecurity
179,Student 179,Psychology,Debate Club,"Problem Solving, Leadership, Public Speaking, Data Analysis",Los Angeles,Graduate,Mathematics,3.31,English,"Debate Club, Coding Club, Sports Team, Art Club, Music Club, Volunteer Group",Space Exploration
180,Student 180,Computer Science,Art Club,"Problem Solving, Leadership, Programming, Artistic, Public Speaking, Data Analysis",Boston,Graduate,Psychology,3.81,"German, Chinese, Spanish, English, Japanese","Music Club, Sports Team, Coding Club, Debate Club, Art Club",Robotics
181,Student 181,Computer Science,Volunteer Group,"Problem Solving, Leadership, Data Analysis, Artistic",Los Angeles,Junior,Computer Science,3.53,"Spanish, Japanese, English, German, Chinese, French",Art Club,Robotics
182,Student 182,Biology,Art Club,"Programming, Data Analysis, Artistic",San Francisco,Senior,Psychology,3.9,Spanish,"Sports Team, Music Club",Renewable Energy
183,Student 183,Computer Science,Volunteer Group,"Public Speaking, Leadership, Problem Solving, Programming, Data Analysis",Chicago,Sophomore,Mathematics,3.01,"Japanese, Chinese, Spanish, German, English","Volunteer Group, Art Club, Music Club",Nanotechnology
184,Student 184,History,Volunteer Group,"Problem Solving, Artistic, Public Speaking, Data Analysis, Leadership, Programming",Chicago,Senior,History,3.38,"French, German, English, Chinese, Spanish","Volunteer Group, Art Club, Coding Club, Debate Club",Astrophysics
185,Student 185,History,Music Club,"Leadership, Programming, Artistic",Chicago,Freshman,History,2.93,"Japanese, Chinese, Spanish","Volunteer Group, Art Club, Sports Team",Climate Change
186,Student 186,Psychology,Coding Club,"Artistic, Data Analysis, Public Speaking, Programming, Leadership",Houston,Graduate,Biology,3.18,"English, Japanese, German, French, Spanish, Chinese",Art Club,Environmental Sustainability
187,Student 187,Physics,Music Club,"Leadership, Programming",San Francisco,Junior,Biology,3.27,"Chinese, English, German, Spanish, Japanese","Art Club, Coding Club",Behavioral Economics
188,Student 188,Biology,Music Club,"Programming, Data Analysis, Public Speaking, Artistic, Leadership",Houston,Junior,Computer Science,2.77,"German, English","Art Club, Debate Club, Volunteer Group",Educational Technology
189,Student 189,Mathematics,Coding Club,"Programming, Artistic, Data Analysis, Leadership",Houston,Sophomore,Biology,3.22,"Spanish, English, French, German, Chinese, Japanese","Sports Team, Art Club",Cybersecurity
190,Student 190,Mathematics,Volunteer Group,"Programming, Artistic",San Francisco,Freshman,Psychology,3.19,"French, English, German, Japanese, Chinese, Spanish","Coding Club, Debate Club, Volunteer Group, Sports Team, Art Club",Environmental Sustainability
191,Student 191,Computer Science,Volunteer Group,"Public Speaking, Data Analysis",Chicago,Sophomore,Mathematics,2.4,"German, Spanish, English, Japanese","Sports Team, Volunteer Group",Cognitive Psychology
192,Student 192,Biology,Coding Club,Programming,Los Angeles,Sophomore,Psychology,3.92,"English, French, German, Japanese","Sports Team, Art Club, Debate Club, Volunteer Group, Music Club",Astrophysics
193,Student 193,Physics,Art Club,Artistic,Boston,Junior,Biology,2.19,"German, Japanese, Spanish, English, French",Volunteer Group,Human-Computer Interaction
194,Student 194,Mathematics,Coding Club,Leadership,Boston,Sophomore,History,2.01,"English, Spanish","Volunteer Group, Coding Club, Debate Club, Music Club, Art Club",Quantum Computing
195,Student 195,Computer Science,Volunteer Group,Programming,San Francisco,Graduate,Biology,2.12,"French, Japanese","Music Club, Debate Club, Coding Club, Art Club, Volunteer Group, Sports Team",Educational Technology
196,Student 196,Biology,Sports Team,"Programming, Problem Solving, Data Analysis, Artistic, Public Speaking, Leadership",Houston,Senior,Physics,3.09,"French, Chinese, Japanese","Music Club, Art Club",Environmental Sustainability
197,Student 197,Psychology,Volunteer Group,"Leadership, Programming",Chicago,Junior,Biology,2.64,Japanese,"Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group",Human-Computer Interaction
198,Student 198,Mathematics,Sports Team,Data Analysis,Los Angeles,Senior,Psychology,3.61,"Japanese, Spanish, French, English, German",Music Club,Astrophysics
199,Student 199,Physics,Music Club,"Artistic, Public Speaking",New York,Graduate,History,2.85,"English, Chinese, Japanese, German, Spanish, French","Sports Team, Art Club, Volunteer Group, Coding Club, Debate Club",Nanotechnology
200,Student 200,Computer Science,Music Club,"Problem Solving, Data Analysis, Leadership, Artistic",Boston,Graduate,History,2.58,"French, Spanish, German, Japanese, Chinese","Volunteer Group, Coding Club",Climate Change
201,Student 201,Biology,Volunteer Group,"Data Analysis, Leadership, Artistic, Problem Solving, Public Speaking",New York,Graduate,Computer Science,2.8,"French, Chinese","Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
202,Student 202,Physics,Music Club,"Public Speaking, Artistic, Programming, Data Analysis, Leadership, Problem Solving",New York,Freshman,Mathematics,2.14,"German, French","Sports Team, Coding Club, Debate Club, Art Club",Space Exploration
203,Student 203,History,Music Club,"Leadership, Artistic, Data Analysis, Problem Solving, Public Speaking, Programming",Boston,Freshman,History,3.19,"Chinese, Spanish, German, French, English, Japanese","Volunteer Group, Art Club, Sports Team, Debate Club",Healthcare Management
204,Student 204,History,Debate Club,"Leadership, Problem Solving",Houston,Freshman,Computer Science,2.52,Japanese,"Volunteer Group, Sports Team, Music Club, Art Club",Healthcare Management
205,Student 205,Psychology,Debate Club,Programming,Chicago,Senior,Computer Science,2.66,"French, Spanish, Japanese, German",Coding Club,Human-Computer Interaction
206,Student 206,History,Sports Team,Data Analysis,Boston,Senior,Biology,3.93,"French, Spanish, Japanese, Chinese, English, German","Sports Team, Art Club, Music Club",Data Science
207,Student 207,Mathematics,Art Club,"Problem Solving, Artistic, Data Analysis",San Francisco,Junior,Physics,3.48,"French, Spanish, German, English","Volunteer Group, Sports Team, Art Club, Coding Club, Debate Club",Cognitive Psychology
